clip_name,audio_path,true_label
Audio_Moth_3_20250319_122904.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/5000_9999/Audio_Moth_3_20250319_122904.wav,not_meaningful
Audio_Moth_6_20250318_080116.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/20000_24999/Audio_Moth_6_20250318_080116.wav,meaningful
Audio_Moth_2_20250320_074247.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/80000_84999/Audio_Moth_2_20250320_074247.wav,meaningful
Audio_Moth_5_20250319_142247.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/60000_64999/Audio_Moth_5_20250319_142247.wav,meaningful
Audio_Moth_3_20250320_012917.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_012917.wav,not_meaningful
Audio_Moth_3_20250320_095122.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_095122.wav,not_meaningful
Audio_Moth_1_20250317_174333.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_174333.wav,not_meaningful
Audio_Moth_3_20250321_033744.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_033744.wav,not_meaningful
Audio_Moth_3_20250320_130819.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_130819.wav,not_meaningful
Audio_Moth_2_20250317_173036.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_173036.wav,not_meaningful
Audio_Moth_3_20250320_010426.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_010426.wav,not_meaningful
Audio_Moth_3_20250320_112043.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_112043.wav,not_meaningful
Audio_Moth_4_20250320_163837.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 4/90000_94999/Audio_Moth_4_20250320_163837.wav,meaningful
Audio_Moth_6_20250320_095523.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/80000_84999/Audio_Moth_6_20250320_095523.wav,not_meaningful
Audio_Moth_3_20250320_041002.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_041002.wav,not_meaningful
Audio_Moth_3_20250320_100852.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_100852.wav,not_meaningful
Audio_Moth_2_20250317_171200.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_171200.wav,not_meaningful
Audio_Moth_1_20250319_050033.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/50000_54999/Audio_Moth_1_20250319_050033.wav,meaningful
Audio_Moth_3_20250320_051056.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_051056.wav,not_meaningful
Audio_Moth_3_20250320_011150.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_011150.wav,not_meaningful
Audio_Moth_5_20250319_212420.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/65000_69999/Audio_Moth_5_20250319_212420.wav,meaningful
Audio_Moth_3_20250320_015220.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_015220.wav,not_meaningful
Audio_Moth_3_20250320_024438.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_024438.wav,not_meaningful
Audio_Moth_2_20250320_065708.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/80000_84999/Audio_Moth_2_20250320_065708.wav,meaningful
Audio_Moth_3_20250320_042835.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_042835.wav,not_meaningful
Audio_Moth_2_20250320_094908.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/85000_89999/Audio_Moth_2_20250320_094908.wav,meaningful
Audio_Moth_3_20250320_100858.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_100858.wav,not_meaningful
Audio_Moth_3_20250320_040823.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_040823.wav,not_meaningful
Audio_Moth_3_20250320_044532.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_044532.wav,not_meaningful
Audio_Moth_3_20250320_100907.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_100907.wav,not_meaningful
Audio_Moth_1_20250317_170306.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_170306.wav,not_meaningful
Audio_Moth_3_20250320_030323.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_030323.wav,not_meaningful
Audio_Moth_3_20250321_044147.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_044147.wav,not_meaningful
Audio_Moth_2_20250317_173606.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_173606.wav,not_meaningful
Audio_Moth_3_20250320_040017.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_040017.wav,not_meaningful
Audio_Moth_3_20250320_051229.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_051229.wav,not_meaningful
Audio_Moth_2_20250317_170739.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_170739.wav,not_meaningful
Audio_Moth_3_20250321_041141.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_041141.wav,not_meaningful
Audio_Moth_3_20250321_041447.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_041447.wav,not_meaningful
Audio_Moth_3_20250320_043305.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_043305.wav,not_meaningful
Audio_Moth_2_20250317_165212.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_165212.wav,not_meaningful
Audio_Moth_6_20250318_160501.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/30000_34999/Audio_Moth_6_20250318_160501.wav,meaningful
Audio_Moth_1_20250317_173557.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_173557.wav,not_meaningful
Audio_Moth_3_20250320_042126.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_042126.wav,not_meaningful
Audio_Moth_3_20250320_045223.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_045223.wav,not_meaningful
Audio_Moth_3_20250319_095246.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_095246.wav,not_meaningful
Audio_Moth_3_20250320_083046.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_083046.wav,not_meaningful
Audio_Moth_3_20250320_022502.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_022502.wav,not_meaningful
Audio_Moth_1_20250317_165142.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_165142.wav,not_meaningful
Audio_Moth_3_20250320_023732.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_023732.wav,not_meaningful
Audio_Moth_3_20250320_102949.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_102949.wav,not_meaningful
Audio_Moth_3_20250321_033347.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_033347.wav,not_meaningful
Audio_Moth_3_20250320_015602.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_015602.wav,not_meaningful
Audio_Moth_3_20250320_043111.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_043111.wav,not_meaningful
Audio_Moth_3_20250319_123258.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/5000_9999/Audio_Moth_3_20250319_123258.wav,not_meaningful
Audio_Moth_1_20250317_171718.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_171718.wav,not_meaningful
Audio_Moth_3_20250320_032320.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_032320.wav,not_meaningful
Audio_Moth_3_20250319_123907.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/5000_9999/Audio_Moth_3_20250319_123907.wav,not_meaningful
Audio_Moth_1_20250317_170815.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_170815.wav,not_meaningful
Audio_Moth_2_20250317_164854.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_164854.wav,not_meaningful
Audio_Moth_1_20250319_015609.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/45000_49999/Audio_Moth_1_20250319_015609.wav,meaningful
Audio_Moth_6_20250319_114013.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/55000_59999/Audio_Moth_6_20250319_114013.wav,not_meaningful
Audio_Moth_4_20250317_164921.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 4/5000_9999/Audio_Moth_4_20250317_164921.wav,not_meaningful
Audio_Moth_5_20250317_170639.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/5000_9999/Audio_Moth_5_20250317_170639.wav,not_meaningful
Audio_Moth_3_20250320_014259.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_014259.wav,not_meaningful
Audio_Moth_3_20250319_095331.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_095331.wav,not_meaningful
Audio_Moth_3_20250320_022032.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_022032.wav,not_meaningful
Audio_Moth_3_20250320_091731.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_091731.wav,not_meaningful
Audio_Moth_3_20250321_040926.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_040926.wav,not_meaningful
Audio_Moth_3_20250320_094031.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_094031.wav,not_meaningful
Audio_Moth_3_20250319_081052.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_081052.wav,not_meaningful
Audio_Moth_3_20250320_022950.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_022950.wav,not_meaningful
Audio_Moth_1_20250317_170612.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_170612.wav,not_meaningful
Audio_Moth_3_20250319_103701.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_103701.wav,not_meaningful
Audio_Moth_3_20250319_095404.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_095404.wav,not_meaningful
Audio_Moth_2_20250317_173509.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_173509.wav,not_meaningful
Audio_Moth_2_20250319_210238.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/70000_74999/Audio_Moth_2_20250319_210238.wav,meaningful
Audio_Moth_3_20250321_041835.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_041835.wav,not_meaningful
Audio_Moth_5_20250317_113015.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/0_4999/Audio_Moth_5_20250317_113015.wav,not_meaningful
Audio_Moth_6_20250320_095605.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/80000_84999/Audio_Moth_6_20250320_095605.wav,not_meaningful
Audio_Moth_3_20250321_045344.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_045344.wav,not_meaningful
Audio_Moth_1_20250319_022751.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/45000_49999/Audio_Moth_1_20250319_022751.wav,meaningful
Audio_Moth_3_20250320_025814.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_025814.wav,not_meaningful
Audio_Moth_5_20250318_062129.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/20000_24999/Audio_Moth_5_20250318_062129.wav,meaningful
Audio_Moth_3_20250320_143013.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/35000_39999/Audio_Moth_3_20250320_143013.wav,not_meaningful
Audio_Moth_3_20250320_083037.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_083037.wav,not_meaningful
Audio_Moth_5_20250320_162035.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/90000_94999/Audio_Moth_5_20250320_162035.wav,meaningful
Audio_Moth_3_20250320_021747.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_021747.wav,not_meaningful
Audio_Moth_3_20250320_041641.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_041641.wav,not_meaningful
Audio_Moth_3_20250320_004920.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_004920.wav,not_meaningful
Audio_Moth_6_20250318_115649.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/25000_29999/Audio_Moth_6_20250318_115649.wav,not_meaningful
Audio_Moth_5_20250318_103746.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/25000_29999/Audio_Moth_5_20250318_103746.wav,meaningful
Audio_Moth_3_20250320_051032.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_051032.wav,not_meaningful
Audio_Moth_2_20250317_172121.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_172121.wav,not_meaningful
Audio_Moth_5_20250318_055217.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/20000_24999/Audio_Moth_5_20250318_055217.wav,meaningful
Audio_Moth_1_20250317_170500.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_170500.wav,not_meaningful
Audio_Moth_3_20250321_034450.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_034450.wav,not_meaningful
Audio_Moth_3_20250320_042559.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_042559.wav,not_meaningful
Audio_Moth_3_20250320_102113.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_102113.wav,not_meaningful
Audio_Moth_2_20250317_172127.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_172127.wav,not_meaningful
Audio_Moth_3_20250320_015659.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_015659.wav,not_meaningful
Audio_Moth_3_20250321_034559.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_034559.wav,not_meaningful
Audio_Moth_4_20250321_014724.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 4/100000_104999/Audio_Moth_4_20250321_014724.wav,meaningful
Audio_Moth_5_20250320_112247.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/85000_89999/Audio_Moth_5_20250320_112247.wav,not_meaningful
Audio_Moth_3_20250320_101955.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_101955.wav,not_meaningful
Audio_Moth_1_20250318_013024.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/15000_19999/Audio_Moth_1_20250318_013024.wav,meaningful
Audio_Moth_3_20250320_073307.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_073307.wav,not_meaningful
Audio_Moth_6_20250318_180332.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/35000_39999/Audio_Moth_6_20250318_180332.wav,meaningful
Audio_Moth_3_20250320_104740.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_104740.wav,not_meaningful
Audio_Moth_3_20250319_082619.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_082619.wav,not_meaningful
Audio_Moth_1_20250317_172848.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_172848.wav,not_meaningful
Audio_Moth_3_20250320_011638.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_011638.wav,not_meaningful
Audio_Moth_3_20250320_011429.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_011429.wav,not_meaningful
Audio_Moth_3_20250319_112749.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_112749.wav,not_meaningful
Audio_Moth_3_20250319_084655.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_084655.wav,not_meaningful
Audio_Moth_3_20250320_112437.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_112437.wav,not_meaningful
Audio_Moth_3_20250320_095107.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_095107.wav,not_meaningful
Audio_Moth_3_20250319_084749.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_084749.wav,not_meaningful
Audio_Moth_5_20250321_053651.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 5/105000_109999/Audio_Moth_5_20250321_053651.wav,meaningful
Audio_Moth_1_20250318_001530.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/15000_19999/Audio_Moth_1_20250318_001530.wav,meaningful
Audio_Moth_3_20250319_095940.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_095940.wav,not_meaningful
Audio_Moth_6_20250317_172541.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/5000_9999/Audio_Moth_6_20250317_172541.wav,not_meaningful
Audio_Moth_3_20250320_035817.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_035817.wav,not_meaningful
Audio_Moth_1_20250317_171315.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_171315.wav,not_meaningful
Audio_Moth_3_20250320_033602.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_033602.wav,not_meaningful
Audio_Moth_3_20250320_082131.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_082131.wav,not_meaningful
Audio_Moth_4_20250318_202533.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 4/35000_39999/Audio_Moth_4_20250318_202533.wav,meaningful
Audio_Moth_3_20250320_050532.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_050532.wav,not_meaningful
Audio_Moth_1_20250317_142230.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_142230.wav,meaningful
Audio_Moth_3_20250320_104019.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_104019.wav,not_meaningful
Audio_Moth_3_20250319_102010.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/0_4999/Audio_Moth_3_20250319_102010.wav,not_meaningful
Audio_Moth_2_20250317_171054.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 2/5000_9999/Audio_Moth_2_20250317_171054.wav,not_meaningful
Audio_Moth_3_20250320_050508.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/25000_29999/Audio_Moth_3_20250320_050508.wav,not_meaningful
Audio_Moth_1_20250318_112954.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/30000_34999/Audio_Moth_1_20250318_112954.wav,meaningful
Audio_Moth_3_20250320_015547.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_015547.wav,not_meaningful
Audio_Moth_6_20250319_104325.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 6/55000_59999/Audio_Moth_6_20250319_104325.wav,not_meaningful
Audio_Moth_3_20250320_100428.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/30000_34999/Audio_Moth_3_20250320_100428.wav,not_meaningful
Audio_Moth_3_20250320_010656.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_010656.wav,not_meaningful
Audio_Moth_1_20250320_222112.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/100000_104999/Audio_Moth_1_20250320_222112.wav,meaningful
Audio_Moth_3_20250321_035702.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/50000_54999/Audio_Moth_3_20250321_035702.wav,not_meaningful
Audio_Moth_3_20250320_013620.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_013620.wav,not_meaningful
Audio_Moth_1_20250317_172154.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 1/5000_9999/Audio_Moth_1_20250317_172154.wav,not_meaningful
Audio_Moth_3_20250320_022511.wav,/Users/qian/KWF/Segmented_Foldered/Audio Moth 3/20000_24999/Audio_Moth_3_20250320_022511.wav,not_meaningful
